Icon,Name,Description,SP,Exclusive
,Fallen Star II,"If unit initiates combat or【Deep Star】is active on unit, inflicts Spd/Def-5 on foe, unit deals +X × 5 damage (max 25; excluding area-of-effect Specials), and reduces damage from foe's first attack by X × 3 during combat (max 15; X = number of【Bonus】effects active on unit, excluding stat bonuses + number of【Penalty】effects active on foe, excluding stat penalties). If unit initiates combat, reduces damage from foe's first attack by 80% during combat. (""First attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes.)If unit initiates combat, grants【Deep Star】to unit and inflicts【Gravity】on target and foes within 1 space of target after combat.【Deep Star】For 1 turn, if it is unit's first combat initiated by foe that turn, reduces damage from foe's first attack by 80% during combat (that turn only; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).【Gravity】Restricts target's movement to 1 space through its next action.",300,Yes
,Fallen Star,"If unit initiates combat, reduces damage from foe's first attack by 80% during combat, and after combat, grants【Fallen Star】to unit and inflicts【Gravity】on target and foes within 1 space of target.【Fallen Star】For 1 turn, during unit's first combat in player phase and enemy phase, reduces damage from foe's first attack by 80%.【Gravity】Restricts target's movement to 1 space through its next action.",300,Yes
,Fireflood Dance 1,"If Sing or Dance is used, grants Atk+2 and Res+3 to target.",120,No
,Fireflood Dance 2,"If Sing or Dance is used, grants Atk+3 and Res+4 to target.",240,No
,Firestorm Dance 1,"If Sing or Dance is used, grants Atk/Spd+2 to target.",120,No
,Firestorm Dance 2,"If Sing or Dance is used, grants Atk/Spd+3 to target.",240,No
,Firestorm Dance 3,"If Sing or Dance is used, enables【Canto (１)】on unit and grants Atk/Spd+6 and【Desperation】 to target for 1 turn.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Desperation】Grants the following effect for 1 turn: ""If unit initiates combat, unit can make a follow-up attack before foe can counterattack.""",300,No
,Flier Formation 1,"If unit's HP = 100%, unit can move to a space adjacent to a flying ally within 2 spaces.",60,No
,Flier Formation 2,"If unit's HP ≥ 50%, unit can move to a space adjacent to a flying ally within 2 spaces.",120,No
,Flier Formation 3,Unit can move to a space adjacent to a flying ally within 2 spaces.,240,No
,Flow Desperation,"Inflicts Spd/Def-4 on foe during combat. If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if number of spaces from unit's start position to end position ≥ 2 or unit's HP ≤ 75% at start of combat, unit can make a follow-up attack before foe can counterattack.",300,No
,Flow Feather 1,"If unit initiates combat and unit's HP = 100% at start of combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd ≥ foe's Spd-10, deals damage during combat = 30% of difference between Res stats (unit's Res minus foe's Res) and reduces damage from foe's attacks by 30% of that difference. (Excluding area-of-effect Specials. Min: 0, max: 3.)",60,No
,Flow Feather 2,"If unit initiates combat and unit's HP ≥ 50% at start of combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd ≥ foe's Spd-10, deals damage during combat = 50% of difference between Res stats (unit's Res minus foe's Res) and reduces damage from foe's attacks by 50% of that difference. (Excluding area-of-effect Specials. Min: 0, max: 5.)",120,No
,Flow Feather 3,"If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd ≥ foe's Spd-10, deals damage during combat = 70% of difference between Res stats (unit's Res minus foe's Res) and reduces damage from foe's attacks by 70% of that difference. (Excluding area-of-effect Specials. Min: 0, max: 7.)",240,No
,Flow Flight 1,"If unit initiates combat and unit's HP = 100% at start of combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd ≥ foe's Spd-10, deals damage during combat = 30% of difference between Def stats (unit's Def minus foe's Def) and reduces damage from foe's attacks by 30% of that difference. (Excluding area-of-effect Specials. Min: 0, max: 3.)",60,No
,Flow Flight 2,"If unit initiates combat and unit's HP ≥ 50% at start of combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd ≥ foe's Spd-10, deals damage during combat = 50% of difference between Def stats (unit's Def minus foe's Def) and reduces damage from foe's attacks by 50% of that difference. (Excluding area-of-effect Specials. Min: 0, max: 5.)",120,No
,Flow Flight 3,"If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd ≥ foe's Spd-10, deals damage during combat = 70% of difference between Def stats (unit's Def minus foe's Def) and reduces damage from foe's attacks by 70% of that difference. (Excluding area-of-effect Specials. Min: 0, max: 7.)",240,No
,Flow Force 1,"At the start of combat, if unit's HP = 100% and unit initiates combat, neutralizes effects that prevent unit's follow-up attacks and neutralizes unit's penalties to Atk/Spd during combat.",60,No
,Flow Force 2,"At start of combat, if unit's HP ≥ 50% and unit initiates combat, neutralizes effects that prevent unit's follow-up attacks and neutralizes unit's penalties to Atk/Spd during combat.",120,No
,Flow Force 3,"If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks and neutralizes unit's penalties to Atk/Spd during combat.",240,No
,Flow Guard 1,"At the start of combat, if unit's HP = 100% and unit initiates combat, neutralizes effects that prevent unit's follow-up attacks and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",60,No
,Flow Guard 2,"At the start of combat, if unit's HP ≥ 50% and unit initiates combat, neutralizes effects that prevent unit's follow-up attacks and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",120,No
,Flow Guard 3,"If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",240,No
,Flow Guard 4,"If unit initiates combat, inflicts Spd/Def-4 on foe, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack), and also, if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed foe's maximum Special cooldown).",300,No
,Flow N Trace 1,"Enables【Canto (Rem. +1)】.At the start of combat, if unit's HP = 100% and unit initiates combat, neutralizes effects that prevent unit's follow-up attacks.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",60,No
,Flow N Trace 2,"Enables【Canto (Rem. +1)】.At the start of combat, if unit's HP ≥ 50% and unit initiates combat, neutralizes effects that prevent unit's follow-up attacks.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",120,No
,Flow N Trace 3,"Enables【Canto (Rem. +1)】.If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",240,No
